#{"t_start": 1784836061.9263272, "env_id": "RIPSim2RealBalance-v0"}
r,l,t
670.102095,94,0.239673
343.556774,54,0.352755
568.333209,82,0.524762
389.490113,60,0.650254
487.323993,70,0.802543
705.270352,100,1.02294
467.379117,68,1.17707
407.222449,61,1.310852
230.890082,41,1.401741
575.078088,82,1.583067
545.435974,78,1.756009
240.5273,42,1.849941
269.07035,45,1.95112
226.126145,40,2.038245
352.095827,55,2.158502
539.459543,78,2.982261
775.026988,105,3.213192
345.165475,53,3.333267
581.467786,85,3.521201
286.632268,49,3.627199
276.427768,46,3.730634
805.825138,109,3.974399
534.810803,80,4.150092
652.055482,91,4.3516
420.913398,65,4.494667
524.801146,74,4.65698
356.930657,58,4.785683
533.935346,78,4.95949
504.096601,73,5.116975
383.050037,58,5.874707
356.485267,58,6.004998
562.06097,81,6.183899
578.297646,85,6.369727
550.602835,82,6.553603
528.94112,76,6.720773
375.410861,58,6.849901
817.575278,112,7.098568
880.293716,120,7.361961
546.393433,78,7.535397
579.866327,83,7.72032
367.922586,57,7.842786
442.086934,67,7.991461
391.047959,59,8.764109
317.4526,50,8.873728
532.784969,80,9.05207
723.874059,100,9.276339
723.559878,101,9.503995
655.74615,93,9.713392
481.722178,71,9.872513
887.354524,119,10.137232
496.854875,75,10.305154
496.610731,73,10.465486
566.921901,81,10.641305
384.764195,60,10.781627
649.395459,91,10.987594
481.463417,70,11.76875
499.840867,72,11.924726
449.042527,69,12.079313
632.082699,89,12.276416
783.909276,108,12.51476
591.486748,86,12.702591
735.362999,103,12.937302
549.932184,82,13.119728
678.232518,94,13.331617
657.337017,93,13.536946
1296.635032,171,14.564167
562.26503,82,14.746419
609.53134,87,14.941031
848.45337,115,15.190608
745.525577,104,15.418502
812.572008,112,15.666968
614.643935,89,15.863227
641.949184,90,16.098476
1038.61534,139,16.404516
906.388517,122,16.671166
604.459653,86,17.492038
846.637931,115,17.748929
897.195959,123,18.015828
598.914364,85,18.206255
672.667574,95,18.415626
528.218032,76,18.585122
479.516419,73,18.74858
798.260394,110,18.993243
857.919628,117,19.254755
1143.96264,156,19.592365
534.115511,79,20.388476
961.732829,130,20.669286
1004.642869,134,20.961302
1294.812023,169,21.325111
794.454364,109,21.564706
1334.964865,177,21.948956
637.127846,89,22.14168
737.579153,103,22.366804
906.935958,122,23.259953
543.927047,78,23.430704
634.189829,89,23.623131
935.856283,124,23.893263
422.920946,63,24.032203
1189.415212,158,24.372794
2187.991063,279,24.980584
642.781528,90,25.177536
1275.237035,167,26.16131
1322.831716,174,26.536565
1060.546432,143,26.851985
913.289215,123,27.118928
1249.83481,166,27.477539
1409.462185,182,27.870365
804.310555,110,28.105271
1151.303395,151,29.060883
1229.583204,162,29.410623
844.953962,115,29.660892
889.300055,120,29.923643
1382.468813,180,30.317131
758.5236,104,30.539384
1301.785943,172,30.915708
1031.89957,137,31.835495
1268.392674,166,32.19547
969.583635,131,32.500596
2853.870694,358,33.275558
1662.214404,213,33.739339
1046.401521,139,34.664781
1911.109306,244,35.193465
1249.683358,165,35.546669
1972.373313,253,36.093375
1853.516677,238,36.602836
1816.962508,232,37.735318
1910.008669,246,38.266057
1698.218768,219,38.738392
2716.996739,343,39.475546
1283.218258,169,40.464123
1939.876507,249,41.011405
2103.062347,269,41.589052
1206.686676,159,41.932407
2063.478852,266,42.50398
1486.674274,194,43.556582
2069.242169,265,44.132825
2970.154039,374,44.938835
2337.294552,296,46.208361
2040.690399,262,46.769856
2463.572049,313,47.4466
3674.69179,461,49.072055
11641.840281,1431,52.789152
24712.369675,3001,61.13413
24711.999786,3001,69.431945
24724.13966,3001,77.697142
24737.682561,3001,86.117269
24702.136399,3001,101.163074
24734.204863,3001,109.68183
24747.806885,3001,118.177511
24745.888042,3001,126.03902
24700.85324,3001,134.613541
24743.995021,3001,143.178053
24681.012166,3001,151.685564
24732.751135,3001,160.194207
24689.85367,3001,168.755211
24741.646245,3001,177.291216
24746.062265,3001,192.491228
24733.754171,3001,201.009241
24746.850968,3001,209.513452
24745.7457,3001,218.082853
24591.034954,3001,226.642565
24740.252558,3001,235.12015
24743.776046,3001,243.599032
24740.27569,3001,251.43575
24712.755761,3001,259.940923
24746.767862,3001,268.387966
24752.598304,3001,283.396139
24746.514663,3001,291.846729
24736.696715,3001,300.292685
24731.575169,3001,308.765172
24752.614417,3001,317.172506
24745.317808,3001,325.651029
24744.630909,3001,334.066237
24740.566145,3001,342.513949
24737.385774,3001,350.976183
24750.912768,3001,359.495448
24738.156986,3001,367.989645
24749.967515,3001,383.173702
24752.2496,3001,391.032807
24751.510222,3001,399.480641
24738.882704,3001,407.99478
24743.112909,3001,416.464223
24748.702918,3001,424.939725
24749.074304,3001,433.475921
24737.007433,3001,441.995209
24741.355843,3001,450.480754
24752.42426,3001,459.061559
24732.430957,3001,474.29682
24726.37259,3001,482.814682
24741.609478,3001,491.414159
24738.233945,3001,499.937501
3543.441841,462,500.961968
24738.755484,3001,509.463794
24752.416217,3001,517.942365
24747.832795,3001,526.449492
24736.503067,3001,534.959194
24740.359461,3001,543.448828
24729.776173,3001,551.932162
24731.775819,3001,560.446887
24743.405668,3001,575.630906
24722.186034,3001,583.500175
24734.433637,3001,591.980206
24747.148438,3001,600.543771
24736.643452,3001,609.131033
24742.391163,3001,617.825507
24745.285863,3001,626.406759
24747.402105,3001,634.937328
24746.528108,3001,643.51422
24738.156038,3001,652.083112
