#{"t_start": 1784838161.507664, "env_id": "RIPSim2RealBalance-v0"}
r,l,t
368.026057,56,0.140704
480.279792,71,0.293541
560.352769,82,0.46682
239.986015,40,0.553951
360.985451,57,0.670786
453.713373,69,0.81502
343.034081,52,0.929737
298.300982,50,1.03323
673.179644,95,1.232512
507.924228,73,1.390685
552.548041,81,1.565165
328.066025,57,1.685652
907.427501,122,1.967417
363.840167,55,2.089056
651.15555,91,2.69909
962.786529,131,2.991853
656.382741,92,3.197503
623.400334,90,3.4
424.452166,64,3.549034
261.192449,45,3.652147
343.21693,55,3.771516
486.2715,72,3.933574
468.193497,70,4.089803
319.27252,49,4.201648
441.147766,67,4.352004
336.392532,53,4.469919
366.43781,57,4.599024
277.061836,47,4.708189
562.113693,79,4.881298
415.206063,64,5.425663
243.730448,41,5.518071
348.25146,56,5.641405
935.838815,126,5.921356
529.698275,77,6.091353
759.721643,106,6.330882
318.707659,51,6.443745
566.273621,81,6.62185
549.979564,79,6.796843
399.587681,60,6.928952
522.108341,76,7.094389
509.664622,76,7.265759
370.483376,56,7.391949
627.48985,90,7.592993
1164.410618,157,8.341555
474.859194,70,8.496247
417.714314,63,8.638276
391.143642,61,8.771607
562.7331,82,8.957927
500.245152,72,9.120589
541.764216,77,9.290352
466.424082,70,9.453097
594.080498,84,9.634768
631.244437,88,9.83389
550.327821,79,10.010283
383.083454,60,10.144724
484.583379,73,10.703075
389.792789,61,10.844929
608.756868,87,11.034734
736.009254,103,11.265597
451.549892,67,11.417255
728.956405,100,11.640749
605.347157,89,11.839372
689.948684,97,12.053058
898.074919,122,12.319397
968.85392,133,12.622078
555.068313,82,12.804839
654.379763,93,13.456838
404.443949,61,13.592032
689.456301,98,13.810312
699.328928,99,14.051489
526.273997,77,14.22815
624.530126,90,14.431062
1102.646031,147,14.766044
777.118063,106,15.008417
452.418566,68,15.162062
826.60307,114,15.421869
733.734152,103,15.643209
579.520631,83,16.244626
821.531346,113,16.496712
657.883849,92,16.697023
854.649812,122,16.976165
405.52056,64,17.112571
577.474895,85,17.298574
1161.791384,153,17.638289
614.981553,87,17.833408
605.822468,87,18.029158
1031.896675,138,18.34087
1315.552436,174,19.129959
1058.202841,144,19.454455
878.753148,120,19.719479
1563.577931,203,20.16808
671.885171,94,20.36845
916.683152,125,20.644779
1136.611752,151,20.981653
811.812295,113,21.634179
979.570169,133,21.928191
1393.825025,185,22.376289
744.592274,105,22.609385
906.51921,124,22.886536
750.555936,102,23.107655
963.165563,131,23.401412
696.899973,97,23.617095
790.268074,107,24.2574
1048.090535,139,24.557774
1327.626545,175,24.946285
983.416313,136,25.248132
875.249599,119,25.516396
867.909546,119,25.78162
1400.798244,183,26.188375
1142.448747,151,26.920398
1584.371426,205,27.368478
1838.922387,237,27.888683
888.633271,121,28.154301
754.297495,104,28.385256
1703.653839,220,28.870094
1057.507921,144,29.585619
1188.826306,156,29.920514
1057.046319,143,30.230502
1245.807905,166,30.597711
808.698986,111,30.845559
1845.432336,239,31.372796
1183.029954,156,31.721438
1502.256208,195,32.545815
1324.363564,173,32.921492
1034.304478,137,33.222889
1623.349367,210,33.68998
1859.178034,239,34.218643
907.857616,123,34.887798
1998.606734,256,35.454887
804.244665,114,35.703521
1352.285101,182,36.103167
1508.982694,198,36.535949
1478.859494,192,36.96405
1164.712671,155,37.709764
3470.755246,436,38.662159
1169.467783,156,39.005307
2244.057263,287,39.640247
1937.971398,248,40.583996
1536.683079,200,41.024204
2390.173129,304,41.694638
1340.175399,176,42.067406
4121.466549,514,43.583594
3654.464373,455,44.585287
3820.472442,477,46.030752
4105.896136,514,47.153392
3876.440205,484,48.599017
3492.256099,437,49.532355
24698.437547,3001,57.187561
24688.151967,3001,64.810474
24726.977606,3001,72.44328
24736.635259,3001,80.105662
24732.619921,3001,94.355758
24737.253768,3001,102.022135
24737.938231,3001,109.650156
24735.287405,3001,117.327168
24740.535291,3001,124.996395
24741.525986,3001,132.259921
24746.801105,3001,139.980863
24742.503407,3001,147.622212
24740.930231,3001,155.297127
24743.934946,3001,162.984578
