episode,global_step,stage_index,stage_name,level,epsilon,reward_total,reward_per_step,length,maintain_max_stable,stable_success,capture,mean_abs_alpha,mean_abs_alpha_dot,mean_abs_pwm
1,2000,1,smoke_nominal,0.0,0.9951248077200961,-29770.706299741578,-14.885353149870788,2000,0,0,0,3.020039673168447,1.409582294061713,88.875
2,4000,1,smoke_nominal,0.0,0.9902734067312495,-29661.38671785847,-14.830693358929235,2000,0,0,0,2.9920984603407605,1.750936535526315,89.385
3,6000,1,smoke_nominal,0.0,0.9854456809302382,-29809.349300355156,-14.904674650177578,2000,0,0,0,3.029488213392705,1.4130029667481472,91.02
4,8000,1,smoke_nominal,0.0,0.9806415147804327,-29779.322704026774,-14.889661352013388,2000,0,0,0,3.0173682059241744,1.5369255833769602,90.45
5,10000,1,smoke_nominal,0.0,0.9758607933090304,-29604.984884051177,-14.802492442025589,2000,0,0,0,2.9826033900575144,2.0341852874101223,91.395
6,12000,1,smoke_nominal,0.0,0.9711034021043047,-29682.610087375087,-14.841305043687544,2000,0,0,0,2.9969369839716173,1.6831536690662132,91.05
7,14000,1,smoke_nominal,0.0,0.9663692273128659,-29700.435584391766,-14.850217792195883,2000,0,0,0,2.996872968274501,1.7687331441201422,89.16
8,16000,1,smoke_nominal,0.0,0.9616581556369376,-29706.932618048515,-14.853466309024258,2000,0,0,0,2.9962600498881486,1.7753504958760145,91.2
9,18000,1,smoke_nominal,0.0,0.9569700743316445,-29812.17517034014,-14.90608758517007,2000,0,0,0,3.0259411682179516,1.4063808378002363,90.45
10,20000,1,smoke_nominal,0.0,0.9523048712023143,-29633.3546898203,-14.816677344910149,2000,0,0,0,2.9902614493249557,1.7835809434703547,89.79
11,22000,1,smoke_nominal,0.0,0.9476624346017936,-29585.28260073026,-14.79264130036513,2000,0,0,0,2.985648485469689,1.842571351428563,91.575
12,24000,1,smoke_nominal,0.0,0.9430426534277739,-29639.373038605827,-14.819686519302913,2000,0,0,0,2.980898246699547,1.9896679921443443,90.21
13,26000,1,smoke_nominal,0.0,0.9384454171201351,-29666.920945162725,-14.833460472581363,2000,0,0,0,2.991365839055127,1.7443424720366607,89.49
14,28000,1,smoke_nominal,0.0,0.933870615658298,-29738.12419673042,-14.869062098365209,2000,0,0,0,3.009828424669924,1.619006723646189,89.325
15,30000,1,smoke_nominal,0.0,0.9293181395585918,-29616.699223751726,-14.808349611875864,2000,0,0,0,2.9813712466984073,1.8996848393319576,89.205
16,31377,2,smoke_dr_0.10,0.1,0.09958784661562428,-20571.010866142227,-14.939005712521588,1377,0,0,0,3.065669175972429,0.7938769946702033,90.28322440087146
17,33377,2,smoke_dr_0.10,0.1,0.09899258072916184,-27611.794602699832,-13.805897301349916,2000,0,0,0,2.7705949319799545,3.2268522946885896,86.19
18,35377,2,smoke_dr_0.10,0.1,0.09840127008315858,-23992.263356732314,-11.996131678366156,2000,0,0,0,2.4791936245210273,5.553580534485485,94.35
19,37377,2,smoke_dr_0.10,0.1,0.09781388839704401,-26562.760120196494,-13.281380060098247,2000,0,0,0,2.6327303322106,3.304316500524447,107.97
20,39377,2,smoke_dr_0.10,0.1,0.09723040956486875,-20909.616100337174,-10.454808050168587,2000,0,0,0,2.2507319624889206,6.695970820030819,128.34
21,40000,2,smoke_dr_0.10,0.1,0.09704944904338053,-5208.578107570974,-8.360478503324195,623,0,0,0,1.9871390131185458,8.66857632474455,132.03852327447834
