timesteps,episode_reward,episode_length,reward_per_step,moving_mean_30,episode_success,success_rate_30
336,254.070885,42,6.049306785714286,6.049306785714286,0.0,0.0
376,285.343947,47,6.071147808510639,6.060227297112462,0.0,0.0
392,287.06761,49,5.858522653061224,5.99299241576205,0.0,0.0
416,336.65354,52,6.474106538461539,6.113270946436922,0.0,0.0
432,343.806092,54,6.366779481481481,6.163972653445834,0.0,0.0
480,361.461576,60,6.0243595999999995,6.140703811204861,0.0,0.0
584,484.207194,73,6.632975260273973,6.2110283039290195,0.0,0.0
648,567.169664,81,7.002094617283951,6.309911593098386,0.0,0.0
776,264.802258,45,5.884494622222222,6.262643040778812,0.0,0.0
784,361.716753,56,6.459227732142857,6.282301509915216,0.0,0.0
848,370.288647,57,6.4962920526315795,6.301755195616704,0.0,0.0
880,313.629494,50,6.272589880000001,6.299324752648645,0.0,0.0
920,403.526053,61,6.615181196721311,6.323621402192696,0.0,0.0
976,507.429899,75,6.765731986666666,6.355200729655123,0.0,0.0
992,251.338327,43,5.845077372093023,6.32119250581765,0.0,0.0
1120,452.386868,67,6.752042805970149,6.348120649577181,0.0,0.0
1208,324.336562,53,6.119557773584906,6.334675774518812,0.0,0.0
1320,376.943338,59,6.38887013559322,6.337686572356279,0.0,0.0
1336,255.434716,43,5.94034223255814,6.316773712366903,0.0,0.0
1440,370.437186,58,6.3868480344827585,6.3202774284726955,0.0,0.0
1440,465.025439,70,6.6432205571428575,6.335655672695085,0.0,0.0
1456,447.518652,67,6.679382865671641,6.3512796360122,0.0,0.0
1472,618.629213,87,7.110680609195403,6.384297069628862,0.0,0.0
1664,431.251687,68,6.341936573529412,6.382532048958052,0.0,0.0
1704,404.330639,62,6.521461919354839,6.388089243773924,0.0,0.0
1760,358.17246,55,6.512226545454546,6.392863755377025,0.0,0.0
1832,415.019234,62,6.693858612903226,6.404011713063181,0.0,0.0
1848,319.292073,51,6.2606288823529415,6.398890897680672,0.0,0.0
1856,298.811363,48,6.225236729166666,6.392902822904326,0.0,0.0
1920,396.723529,60,6.612058816666666,6.400208022696404,0.0,0.0
1952,208.575343,36,5.793759527777778,6.391689780765187,0.0,0.0
2152,614.651523,87,7.064960034482759,6.4248168549642575,0.0,0.0
2272,320.926237,53,6.055212018867925,6.4313731671578145,0.0,0.0
2304,362.700553,59,6.147467,6.42048518254243,0.0,0.0
2408,477.064661,69,6.913980594202899,6.438725219633144,0.0,0.0
2464,671.044226,95,7.0636234315789475,6.4733673473524425,0.0,0.0
2520,677.303717,95,7.1295128105263155,6.48991859902752,0.0,0.0
2656,423.439855,63,6.72126753968254,6.480557696440807,0.0,0.0
2728,331.462344,57,5.8151288421052625,6.478245503770241,0.0,0.0
2744,686.82631,99,6.9376394949494955,6.494192562530462,0.0,0.0
2800,793.328391,110,7.212076281818182,6.518052036836682,0.0,0.0
2808,267.099945,43,6.211626627906977,6.516019928433582,0.0,0.0
2872,389.201385,58,6.710368706896552,6.519192845439424,0.0,0.0
2936,552.446598,79,6.992994911392405,6.526768276263614,0.0,0.0
3112,376.422404,57,6.603901824561403,6.552062424679227,0.0,0.0
3176,581.724749,82,7.0942042560975604,6.5634678063501415,0.0,0.0
3264,450.023396,65,6.923436861538462,6.590263775948592,0.0,0.0
