#{"t_start": 1784839253.4360015, "env_id": "RIPSim2RealBalance-v0"}
r,l,t
320.42045,52,2.06083
470.44684,69,2.30272
202.705446,35,2.427304
566.396278,84,2.727326
350.533931,56,2.936921
411.162997,62,3.183086
368.414306,59,3.405403
464.24339,71,3.66855
332.327973,53,3.866958
265.613801,44,4.027315
316.603978,50,4.213359
341.822003,54,4.413481
754.20635,104,4.792116
343.060252,53,4.991719
300.394113,52,5.185591
327.66501,52,5.379494
1017.485273,135,6.699767
220.546299,39,6.841125
296.481998,48,7.015352
354.580018,57,7.22601
275.914614,45,7.391294
314.357407,50,7.56935
226.393109,41,7.72164
436.486784,65,7.963473
443.162651,69,8.222378
226.925904,38,8.367891
394.035549,60,9.475483
537.868837,77,9.754848
346.639959,54,9.954619
173.567636,32,10.078094
376.099936,56,10.284132
483.792851,73,10.554525
622.138114,88,10.883086
333.420533,53,11.076253
302.667657,50,12.067457
617.399165,87,12.389115
300.764846,51,12.580003
379.766226,59,12.796939
359.522017,56,13.013681
439.173983,66,13.252079
325.987052,55,13.452989
447.81441,70,13.712183
342.064803,53,13.906417
540.276711,78,14.194782
372.808029,60,14.410856
351.720951,59,14.623364
660.240471,96,15.017015
570.258961,79,15.309246
423.351987,65,15.540258
456.405877,67,16.567884
509.239902,76,17.813902
798.800898,109,18.20122
434.977093,65,18.442184
488.760423,75,18.713841
1071.719646,144,19.238798
640.95153,90,19.566336
702.704022,96,19.920485
344.611408,54,20.115731
624.507652,88,20.434953
377.716132,60,20.651734
412.855487,63,20.89001
633.417868,91,21.220778
1195.447444,158,22.579439
696.664111,96,22.930003
456.187074,72,23.194058
607.437461,86,23.4971
547.339949,81,23.793422
470.8129,69,24.041768
473.021186,72,25.189031
1191.262064,157,25.753876
579.438282,84,26.054173
1141.721355,151,26.604806
795.829235,111,27.797658
812.899207,110,28.193382
632.137704,91,28.529088
1354.565928,180,29.184679
1071.526306,146,29.710388
530.373594,76,29.985329
646.912871,95,30.324624
645.076075,92,30.660047
723.469405,101,31.022542
656.2639,95,32.149578
695.605494,96,34.098593
850.518766,116,34.518401
1099.152396,147,35.04564
1338.004975,174,35.669111
787.20669,109,36.06323
900.884291,124,36.51004
1084.866746,144,37.038059
447.708727,72,38.091123
1088.206774,147,38.625107
832.949289,115,39.040765
1803.185862,233,39.889163
955.385897,133,41.685757
947.894534,128,42.150657
1706.026873,221,42.947515
795.162643,111,44.137681
1083.652396,145,44.661586
1698.345901,221,45.458546
1156.106066,156,46.01376
1714.848053,224,46.82251
668.027651,97,47.17233
756.040073,105,48.344275
932.889428,125,48.809461
1578.470714,207,51.543579
937.694988,127,52.007291
1616.224154,210,52.759399
1022.172915,142,53.279927
1411.853318,185,53.944583
1739.803033,235,55.579876
711.631107,102,55.950029
1711.729275,223,56.743258
1326.731089,174,61.071449
837.076971,116,61.501062
1635.859719,214,63.117932
3102.195638,393,64.501256
1450.252308,191,65.179075
1239.851733,165,65.771783
2199.118946,288,67.598036
1516.134107,200,73.516121
1666.611147,216,74.297267
2290.264168,304,75.381813
1567.259219,208,76.133662
5051.291218,671,79.320471
1669.440823,218,84.920993
3278.43718,438,87.269022
4286.313028,574,89.308969
22840.484154,3001,139.700303
24402.90076,3001,202.555751
23516.561035,3001,264.333694
24393.937072,3001,328.102531
23934.424352,3001,392.326749
22865.69247,3001,456.292474
23421.212317,3001,520.094722
23004.440764,3001,585.012351
23314.662791,3001,623.72172
23336.977726,3001,687.789796
23178.449487,3001,751.41849
23330.821557,3001,814.124964
23135.216424,3001,878.248224
23250.212198,3001,941.738875
23268.178435,3001,1005.750807
23285.061071,3001,1070.551682
23238.080017,3001,1134.446112
23341.623363,3001,1198.014895
23178.713901,3001,1262.083032
23415.035923,3001,1326.624831
23231.046127,3001,1390.889117
23253.265477,3001,1429.164907
23201.627672,3001,1493.322806
23427.372378,3001,1558.096581
23296.627847,3001,1622.767979
23390.634279,3001,1686.371225
23362.678086,3001,1749.920188
23160.917937,3001,1814.865813
23412.600211,3001,1878.532317
23207.571124,3001,1942.704565
23368.977331,3001,2007.98284
23231.52505,3001,2072.532372
22781.010053,3001,2137.014925
23380.649225,3001,2175.484082
23383.063371,3001,2240.134278
23561.352449,3001,2305.310162
