#{"t_start": 1784553574.101519, "env_id": "RIPSim2RealBalance-v0"}
r,l,t
286.831022,47,1.326728
416.947486,63,1.679912
404.874643,64,2.053778
461.996147,70,2.454599
256.803351,44,2.708176
230.119288,40,2.942962
474.918799,70,3.354616
588.932707,85,3.854754
692.63816,98,4.457274
504.525565,72,4.921932
276.572685,48,5.213124
299.971243,50,5.506194
319.406482,50,5.804304
383.592031,60,6.156873
438.277016,66,6.552931
269.157485,45,6.819696
350.739069,55,8.056266
457.323709,67,8.563648
318.677524,50,8.879688
887.0449,119,9.604497
414.713009,64,9.99207
267.032551,48,10.281225
311.939964,51,10.590424
260.281556,43,10.849572
664.950298,93,11.455129
404.108717,64,11.860146
302.227382,51,12.162825
474.071553,70,12.579796
399.583521,61,12.945102
384.879002,62,13.313771
310.855111,51,13.634274
470.287832,71,14.058834
495.866259,76,15.268349
413.182912,63,15.642874
341.82125,56,15.973085
304.789334,49,16.272402
349.383969,56,16.609861
752.752726,107,17.314107
2090.162604,268,18.922441
324.591899,53,19.238271
780.248115,108,19.880839
464.996915,70,20.302185
410.457838,65,20.694254
435.504522,65,21.105991
508.212129,73,22.276029
652.818405,96,22.889677
597.049912,87,23.414343
1381.309557,181,24.510992
575.795494,87,25.032734
783.777064,109,25.743866
637.746445,93,26.295075
810.354263,111,26.986849
793.200819,112,27.783137
733.42169,101,28.396848
753.276481,107,29.956329
729.965118,106,30.599631
909.855907,125,31.348827
655.471614,97,32.004159
1136.952761,152,32.93631
823.805767,118,33.645877
630.1039,91,34.197953
740.440714,103,34.853766
645.851676,91,35.444535
628.779627,91,36.783759
1081.660296,145,37.662032
1021.10517,138,38.490168
854.302758,120,39.249622
701.827658,101,39.85876
1146.893017,153,40.804737
709.493934,100,41.440403
478.888872,78,41.912455
709.75768,100,42.543535
835.078371,116,44.013008
1194.25452,158,45.004576
884.082673,123,46.329818
1080.584563,148,47.376277
1196.785384,160,48.434496
971.166979,138,49.346752
980.912623,134,50.179901
1072.534435,148,51.843956
1175.697725,157,52.997226
1419.162942,193,54.566012
1076.996863,146,55.488809
1552.530206,207,56.846616
6510.399678,866,62.877779
2491.78454,325,64.88863
1500.788204,202,66.993753
2939.118451,387,69.284079
3157.818624,411,71.712352
23920.996265,3001,91.64829
23838.387737,3001,111.560541
22979.853219,3001,131.494429
22960.364541,3001,151.448462
23025.679073,3001,198.839415
22799.257817,3001,219.026459
4528.865673,595,223.276653
14772.125764,1949,235.509935
22820.367628,3001,255.957305
5535.841162,732,260.969971
22964.698142,3001,286.163557
23043.766474,3001,309.199994
4103.999357,546,312.515668
4837.095286,642,317.395919
8650.139894,1174,326.278968
13934.030267,1839,340.290197
22826.536887,3001,362.081918
17627.394459,2310,378.951353
3096.243916,410,409.116946
4783.405282,643,413.532911
11589.517691,1546,426.311504
3223.380212,431,429.188603
22294.045678,3001,453.552149
13491.362887,1782,467.645735
6800.491249,935,474.488022
22021.627688,3001,498.363301
9531.043146,1291,507.721885
12420.806394,1647,521.208626
12189.643072,1624,533.689481
9910.748704,1340,542.989501
21937.162202,3001,566.821351
11807.885024,1573,578.836923
10373.12679,1400,589.056547
22138.452228,3001,636.948713
2964.164319,397,640.341952
4020.994864,536,648.431537
11146.028908,1493,699.277195
22538.825282,3001,727.158083
10827.49977,1453,738.563659
21821.725785,3001,761.529921
5333.283944,715,767.861325
3323.639281,442,771.037613
3091.06927,416,773.66127
21976.956209,3001,796.574914
3952.75622,538,801.946476
22209.752859,3001,825.06177
21223.316788,3001,848.247811
20930.598557,3001,894.222992
6267.852583,850,901.80114
3759.369189,497,904.972987
3374.294559,451,907.817198
5157.790657,692,913.288106
9183.803404,1260,923.229949
8666.271843,1198,933.750612
8465.147745,1165,942.087315
8343.410789,1154,951.582888
21145.377032,3001,974.511988
6018.335082,829,981.730508
22105.461854,3001,1003.908827
21560.067092,3001,1027.038542
22392.592406,3001,1051.115606
22267.37252,3001,1074.186841
14003.294297,1851,1115.384364
