#{"t_start": 1784553574.121705, "env_id": "RIPSim2RealBalance-v0"}
r,l,t
507.384886,77,1.476659
426.281732,64,1.839281
414.115969,61,2.19676
709.746081,100,2.769334
341.637017,53,3.084053
486.609985,71,3.502276
421.762629,64,3.880046
1105.34641,152,4.836276
257.78172,43,5.100997
497.309281,74,5.538214
425.05017,62,5.902936
412.434358,63,6.27085
445.695791,67,6.676003
427.06113,64,7.055964
809.43952,111,8.75238
349.308904,53,9.075494
372.589624,58,9.428264
459.737396,68,9.84054
475.143518,72,10.27502
663.58245,95,10.850212
374.358253,58,11.220562
261.501244,43,11.506057
288.32679,50,11.82271
260.368649,47,12.103126
297.019922,47,12.381302
328.338243,55,12.71332
179.164049,33,12.908846
469.362403,69,13.319031
663.084597,94,13.898195
737.909175,103,15.269323
371.324754,57,15.605541
792.784821,111,16.27242
652.092695,93,16.884641
414.356069,66,17.28931
512.403652,78,17.765536
279.254097,47,18.04952
293.385628,50,18.346106
525.544511,80,18.820416
1016.685158,137,19.635018
395.804179,60,19.998069
482.186589,72,20.433207
302.158346,49,20.726489
430.545405,66,21.141979
315.9597,50,22.174243
1426.355669,187,23.337185
444.765701,70,23.756986
607.219805,87,24.285333
556.554046,79,24.759836
599.004814,89,25.349361
473.055091,73,25.791283
684.52195,99,26.38671
546.836945,81,26.881409
541.041282,81,27.492129
347.153732,61,27.866298
563.830636,84,28.379021
778.952296,110,29.956966
1062.50223,142,30.814538
575.584069,84,31.317862
503.076954,75,31.821238
677.580974,101,32.470521
866.792692,123,33.206039
714.652409,99,33.80182
872.432284,120,34.541334
621.42376,91,35.131946
485.3109,74,35.608368
750.209545,106,37.028661
690.642496,97,37.619763
686.542935,99,38.218602
831.156084,116,38.941215
826.58333,115,39.637619
992.966724,135,40.473272
656.628184,96,41.073909
947.4536,128,41.862348
874.572334,119,42.61003
716.721271,106,44.021424
1118.046285,153,44.978957
931.73786,128,46.339154
1082.51825,149,47.392171
890.472437,124,48.219168
857.138884,119,49.010552
839.331134,118,49.739039
1029.911914,142,50.632838
1308.101513,175,52.462688
1314.684674,175,54.02286
965.585225,133,54.928719
659.842357,98,55.559412
1120.707806,152,56.558406
1131.642559,155,57.51678
1199.046866,161,59.27829
2759.572071,369,61.502928
1886.931216,251,63.033231
2782.791571,373,65.345634
4043.952759,530,69.369256
2632.899562,345,71.405465
23107.928005,3001,91.342721
23926.531161,3001,111.244451
22877.856695,3001,131.186353
23402.49659,3001,151.141163
22930.932415,3001,198.513602
22934.029175,3001,218.707769
23027.000036,3001,238.640482
5312.150702,704,243.685264
22959.433236,3001,263.295484
16392.922832,2152,283.140668
5932.582554,794,288.433141
19443.944699,2550,308.414923
22866.882789,3001,330.161557
23032.456703,3001,353.172866
22754.284802,3001,375.038173
4343.701405,580,378.561346
11856.708587,1579,418.657097
22858.903423,3001,441.768269
15004.119369,1980,457.389773
22699.024865,3001,481.009789
22619.201783,3001,503.45962
22140.444175,3001,526.339471
22079.083751,3001,550.519171
9838.055764,1330,561.01286
8548.216031,1196,570.078851
3306.449176,436,572.813288
3737.000746,493,576.915635
21981.662986,3001,600.285828
8922.656328,1223,634.181304
2313.277437,308,636.110214
9769.458213,1326,657.760616
2764.787293,370,680.497606
10783.551383,1448,704.457885
21424.374837,3001,730.831957
11287.862943,1511,743.499401
13130.591591,1741,756.735151
5742.199334,784,762.576881
21318.787552,3001,786.804748
21925.845543,3001,809.74362
21214.101402,3001,833.478848
21370.08023,3001,856.383089
3612.047715,497,859.499056
4302.506218,585,864.309281
3908.307158,535,891.256486
10387.816984,1400,903.243618
21483.197702,3001,926.143863
10606.225695,1429,937.350784
4039.866682,548,941.69674
6522.11211,906,947.844217
12026.099708,1605,960.604092
10236.410355,1380,971.564725
6912.086739,981,978.898047
21285.556717,3001,1002.812621
22249.416393,3001,1025.808197
20962.135166,3001,1050.026678
3269.57561,438,1053.656428
3472.923518,464,1056.71455
22263.40169,3001,1080.995357
6414.685197,917,1114.02836
