#{"t_start": 1784553574.1191869, "env_id": "RIPSim2RealBalance-v0"}
r,l,t
377.396192,58,1.372306
218.596896,37,1.580079
236.203318,41,1.811308
274.781439,45,2.078495
380.394779,59,2.415074
549.263914,79,2.873938
387.819692,58,3.215208
398.569328,60,3.568866
485.817306,70,3.98538
714.176888,98,4.582846
255.76011,44,4.881803
300.192379,48,5.172391
602.196731,84,5.667748
457.802511,71,6.087867
348.803476,54,6.411341
307.02628,51,6.716374
373.512907,60,7.070088
672.028078,94,8.66256
492.102953,72,9.101941
421.972473,66,9.502814
500.992437,75,9.958067
581.210326,88,10.488861
342.869788,54,10.81447
386.162899,59,11.191133
248.252655,45,11.489482
530.999533,78,11.975463
217.134912,38,12.199424
540.238477,81,12.685389
803.722266,112,13.35298
199.776856,37,13.586075
277.272241,45,13.858644
434.878035,65,14.258297
491.009735,73,15.434804
829.849179,115,16.126062
455.014282,69,16.539613
532.36289,78,17.064009
557.080023,81,17.567268
364.738326,59,17.916989
554.879328,80,18.396375
601.937746,89,18.925189
394.323877,63,19.299893
695.576884,100,19.894369
409.31851,63,20.273695
334.395802,53,20.595203
417.401494,66,21.012666
841.086052,117,22.475142
687.018768,98,23.071912
714.202757,102,23.686594
331.372817,56,24.031828
478.044283,74,24.475821
453.915133,72,24.906835
411.90724,64,25.345063
290.270991,49,25.644474
578.155486,84,26.142245
218.09405,40,26.388444
334.610288,54,26.716366
763.429833,107,27.487898
345.392495,53,27.81405
612.832773,90,28.35946
834.929554,115,29.971589
1122.752008,151,30.882688
551.521827,84,31.385816
803.722583,114,32.163701
1068.514038,143,33.021937
548.16622,81,33.509031
766.272412,106,34.151051
648.285551,92,34.737328
684.750151,97,35.366975
393.892919,63,36.540065
1119.463878,151,37.452692
833.363794,115,38.145772
1122.385558,152,39.0944
546.153454,81,39.576676
938.279225,130,40.384159
892.662098,123,41.156367
1054.013386,143,42.027877
606.97844,89,42.593352
1071.190428,144,44.236278
961.626371,132,45.072255
1070.915472,145,46.56085
728.066737,106,47.31459
910.479823,128,48.167651
984.209135,133,49.049751
797.957535,111,49.735012
970.896524,134,50.580569
1963.732721,278,53.371593
2187.863616,309,55.54134
1426.932709,193,56.806519
2054.954217,269,58.439526
1652.696023,216,60.52311
2040.251412,267,62.138943
2756.077249,369,64.424696
1755.986065,233,66.723294
7319.643927,950,72.341867
23355.361497,3001,92.273531
23378.671995,3001,112.190049
23166.387366,3001,132.119337
22806.086062,3001,152.078902
22884.893349,3001,199.507669
22905.317171,3001,219.674282
3504.671198,465,223.137117
22939.483983,3001,242.396295
23105.609939,3001,262.795146
4550.690771,598,270.176551
21882.866027,2860,292.643575
16217.096726,2129,308.479072
22861.177939,3001,330.225028
22781.89947,3001,353.244581
22881.490224,3001,375.101566
3017.084544,403,377.552929
1898.76953,255,379.16606
6898.925568,936,412.875623
22679.820307,3001,437.403588
21524.211342,3001,460.305024
5605.641383,751,466.963172
21515.690742,3001,489.985939
3572.762221,469,492.928792
12902.23132,1710,506.836816
22567.534223,3001,530.764127
2864.992884,386,533.533976
13721.973533,1812,547.645123
21762.002384,3001,570.501783
22161.995223,3001,593.019088
12929.965098,1717,630.456628
7725.580225,1077,639.531341
22428.386372,3001,706.55935
22512.718335,3001,732.604294
21950.505591,3001,756.780813
10746.137929,1536,769.393876
6949.464918,956,776.508221
3137.488764,424,779.171054
10745.655728,1448,791.426831
20509.176312,3001,813.44002
21043.587682,3001,837.578623
4658.242296,627,842.422801
21939.718291,3001,865.250245
9114.788629,1244,897.778218
21140.934144,3001,921.749253
7353.381034,1003,929.087409
20966.012239,3001,953.162294
3527.49082,463,956.071537
12146.824204,1619,969.411974
5771.310832,787,975.262695
8840.538997,1214,985.168192
2704.981078,363,987.439545
21618.657054,3001,1010.410035
22077.765283,3001,1034.574903
21176.39081,3001,1057.593678
2785.290389,374,1061.691245
2603.285358,349,1064.230563
4976.026104,663,1069.465723
6023.264231,801,1074.528698
5754.134626,781,1081.750585
