#{"t_start": 1784553574.131762, "env_id": "RIPSim2RealBalance-v0"}
r,l,t
718.199322,101,1.601784
288.939002,50,1.889667
352.325543,53,2.199135
392.130121,63,2.559557
648.882904,90,3.086624
371.222512,59,3.433893
286.860273,45,3.698668
434.138126,65,4.095276
1142.09568,155,5.068229
523.812803,76,5.51659
272.217468,45,5.782948
247.532838,43,6.03328
413.372543,61,6.400358
172.916099,30,6.578627
616.622852,87,7.095116
293.962393,50,8.408281
486.985963,71,8.852826
438.560794,68,9.267733
536.568631,80,9.752054
490.299449,72,10.18603
354.591321,56,10.527308
483.681651,75,10.986694
335.609185,58,11.368342
446.388223,66,11.789226
629.293944,89,12.318187
317.106131,54,12.643962
648.092879,91,13.186681
286.654724,46,13.461703
214.591242,39,13.707393
314.330342,54,14.032318
343.391079,55,14.375211
531.590234,80,15.590069
366.18685,60,15.945912
433.496112,64,16.333014
549.220609,78,16.845169
578.02133,84,17.376565
430.606522,67,17.781047
339.679935,57,18.124274
605.83796,96,18.693222
828.986207,118,19.394182
312.208339,50,19.691509
649.757591,94,20.255948
619.904012,91,20.815667
399.817111,63,21.20523
666.931192,98,22.554678
398.412178,61,22.929582
549.672108,84,23.4354
559.481303,81,23.931386
278.193054,46,24.20344
719.112417,103,24.821254
478.997789,72,25.309011
446.998245,70,25.734872
463.927271,76,26.184661
664.323737,94,26.758237
338.305854,56,27.176047
209.012664,38,27.4506
554.793192,83,27.959219
610.671875,94,29.448921
361.323998,58,29.796889
875.185935,123,30.541773
780.317489,108,31.187764
844.700032,117,31.963197
813.009513,116,32.682556
619.169189,91,33.227723
762.257466,111,33.899349
864.656073,118,34.634099
551.726068,80,35.151275
842.14494,119,36.677255
654.748658,94,37.25026
869.51638,120,37.974594
876.253171,123,38.716632
1227.881856,164,39.730915
795.953184,116,40.451625
870.444103,119,41.202437
789.725527,111,41.877911
846.110598,118,42.618927
800.726296,110,44.055406
1348.270648,178,45.185539
688.145811,100,46.356831
634.64958,92,47.031131
1326.472375,175,48.196373
953.661413,132,49.071856
1138.429945,153,50.023732
1090.315062,149,51.702432
1162.999022,158,52.832622
1252.518726,169,54.237978
1191.323854,161,55.287133
1724.453913,228,56.782685
1981.373722,256,58.338224
1691.290731,223,60.462195
1934.018689,252,61.988255
2583.919414,341,64.095302
2557.772242,350,67.102671
4244.956998,557,70.399447
22114.859347,3001,90.344026
23535.976437,3001,110.238006
23082.509843,3001,130.18297
22746.597384,3001,150.110392
22928.635534,3001,171.367243
22899.61054,3001,217.708194
22903.639652,3001,237.619073
21128.805517,2770,255.976837
17036.322995,2232,276.079074
5575.960775,740,280.592342
23044.823774,3001,302.81326
22894.974132,3001,325.56403
4514.641302,613,330.067592
2180.25364,289,331.829675
22883.459395,3001,354.889005
8452.752722,1162,362.728521
22783.1949,3001,411.568931
6713.953177,896,419.737423
5937.904261,826,425.813905
10132.196157,1393,437.055755
22450.910717,3001,459.962275
15355.152078,2021,475.667274
22587.684019,3001,499.738283
5042.479135,682,505.065562
21910.604505,3001,527.102825
22441.157488,3001,551.237382
11340.847381,1515,563.172199
1954.745587,266,565.09857
2877.048143,383,568.526074
21933.677179,3001,590.069795
22430.833541,3001,637.953283
10045.673805,1356,679.488022
22668.966637,3001,720.363271
2962.23966,394,723.038467
21309.207037,3001,745.942513
11158.22607,1493,757.623183
4991.801575,665,762.71445
4136.591629,562,768.115692
5323.039715,736,773.117485
21502.643698,3001,796.028277
12815.559127,1704,809.885313
3267.645211,438,812.6318
11488.740151,1536,825.395092
8803.633216,1208,834.962205
20787.429696,3001,857.662633
4788.606703,651,862.661393
3821.215843,503,866.308316
21803.862427,3001,912.728895
22536.064773,3001,936.800875
5508.3242,732,942.309935
21435.680457,3001,966.447651
21432.148086,3001,989.494006
5812.346218,801,994.686889
21014.460454,3001,1018.793746
3460.077772,459,1022.57836
21755.381615,3001,1046.501287
9130.083965,1325,1056.140822
16214.786766,2125,1072.692116
7500.80437,1049,1081.581391
