#{"t_start": 1784553574.124264, "env_id": "RIPSim2RealBalance-v0"}
r,l,t
320.420402,52,1.333957
470.446827,69,1.721001
202.705431,35,1.926387
566.396299,84,2.410894
350.533927,56,2.732593
411.16298,62,3.099589
368.414298,59,3.447741
464.243406,71,3.865534
332.327948,53,4.190553
265.613801,44,4.46081
316.603979,50,4.786446
341.821975,54,5.121867
754.206278,104,5.73551
343.060214,53,6.04681
300.394108,52,6.351451
327.664996,52,6.667329
1107.433982,147,8.56446
685.217084,95,9.151954
337.332916,54,9.48032
283.280305,46,9.758337
258.213007,43,10.021067
451.716559,67,10.424316
249.809076,45,10.694763
606.288642,86,11.239001
300.550985,51,11.572569
402.425523,67,11.988666
402.150497,63,12.360922
354.531066,55,12.692842
373.105499,56,13.027024
340.01521,53,13.341144
569.587647,80,13.834784
407.212702,65,14.233532
548.785094,79,15.44844
643.345015,91,15.989548
554.36644,82,16.487399
342.529303,55,16.868497
489.472125,73,17.316879
456.800006,71,17.751139
644.076331,90,18.291268
332.425333,52,18.599052
752.13679,106,19.230058
750.733267,104,19.846985
728.852796,101,20.460948
283.588183,48,20.748726
837.981331,114,22.18406
1259.047798,169,23.241115
454.811885,68,23.645661
569.112845,87,24.17516
996.184905,137,24.999455
1009.061189,139,25.890628
367.535924,57,26.226578
340.522678,55,26.569932
636.486777,89,27.182206
387.031048,62,27.607951
531.6289,80,28.093104
679.819305,98,29.606967
892.760111,122,30.343645
643.889584,90,30.884894
648.366361,92,31.442894
980.763327,131,32.320221
732.050729,104,32.939252
749.705364,104,33.56388
602.168673,87,34.090269
687.188269,98,34.712177
688.788863,98,35.349302
638.805023,94,36.708828
1029.375741,138,37.54671
1060.362298,144,38.410135
906.666354,123,39.185475
1020.988052,141,40.053522
863.406774,117,40.763795
621.630318,87,41.324181
803.406653,112,41.998683
790.204227,110,42.692143
850.492474,117,44.171176
918.5395,128,44.977202
800.940405,111,46.223869
845.257812,117,47.070461
1389.899971,186,48.297244
671.091203,98,48.944401
1008.827773,136,49.796785
1030.808958,138,50.666621
1217.989924,164,52.429397
1602.933191,212,54.261038
1417.957815,189,55.487871
1444.440449,192,56.752336
1669.898262,221,58.091388
1119.082189,152,59.796924
1906.573911,252,61.321385
3748.128039,501,64.400053
1430.250334,191,66.452748
21739.105092,3001,85.690423
23977.940654,3001,105.561555
23004.777372,3001,125.492631
23651.431166,3001,145.42364
22802.843823,3001,166.10591
22889.385027,3001,213.055575
22872.857779,3001,232.967359
14296.899865,1887,245.828638
22890.159433,3001,268.890809
11100.874956,1481,280.348218
14048.805274,1857,294.507241
22964.917676,3001,316.513355
22588.58017,3001,339.444336
22469.699042,3001,361.235608
6446.798769,862,368.336282
5525.175345,740,372.943552
22686.040116,3001,422.614144
12489.672192,1662,436.438703
12511.392017,1660,449.816327
12797.707975,1695,461.590629
5252.198852,712,468.141463
9386.796993,1274,477.05918
22436.525824,3001,501.279714
22184.443731,3001,524.15094
3806.667357,519,529.102308
21344.613522,3001,551.604504
21006.686152,3001,574.13041
3465.21091,459,578.208635
15302.273534,2018,593.427671
3388.623829,448,596.638719
4080.528475,541,625.582064
13070.245057,1734,638.537535
22216.515234,3001,706.443778
5948.576192,811,714.658061
22169.597847,3001,739.736976
4059.972851,544,744.040923
10865.861132,1571,756.204258
22003.841954,3001,779.134205
5005.019226,673,785.414418
3824.441636,522,788.904827
5105.999301,711,794.264342
10569.719114,1422,805.447165
4380.937548,585,810.027804
21157.749883,3001,833.803605
5349.34529,713,839.553995
2828.825983,381,841.948896
10407.689547,1403,852.561412
21326.421706,3001,898.425308
15010.35043,1981,913.931291
7121.530424,1005,922.185624
15921.61965,2279,939.607078
4793.557484,654,944.669799
3748.588126,509,949.902721
6500.126489,901,955.727441
10252.559404,1384,967.583799
7579.15623,1058,975.145634
21561.931535,3001,999.210875
5403.751435,758,1004.094186
11682.646565,1560,1017.132885
21386.395006,3001,1040.007789
4262.218256,567,1043.792398
12506.676481,1662,1057.279106
12113.261359,1615,1070.597946
4331.534147,580,1074.26325
