episode,global_step,stage_index,stage_name,level,epsilon,reward_total,reward_per_step,length,maintain_max_stable,stable_success,capture,mean_abs_alpha,mean_abs_alpha_dot,mean_abs_pwm
1,2000,1,smoke_nominal,0.0,0.9954078375136153,-29807.54706662906,-14.90377353331453,2000,0,0,0,3.0250152049165635,1.4403544138143485,89.895
2,4000,1,smoke_nominal,0.0,0.9908367840925973,-29729.977234940816,-14.864988617470408,2000,0,0,0,3.0046703398966876,1.6491666133399923,90.0
3,6000,1,smoke_nominal,0.0,0.9862867427036547,-29665.118724431344,-14.832559362215672,2000,0,0,0,2.9938287148337057,1.8313189027900736,90.96
4,8000,1,smoke_nominal,0.0,0.9817576167595347,-29756.22717477207,-14.878113587386036,2000,0,0,0,3.0141633713375557,1.4753810815565431,90.825
5,10000,1,smoke_nominal,0.0,0.9772493101169729,-29806.752066172055,-14.903376033086028,2000,0,0,0,3.0303395136305946,1.4868337258507425,90.855
6,12000,1,smoke_nominal,0.0,0.9727617270746525,-29660.645669943384,-14.830322834971692,2000,0,0,0,2.9907945634007786,1.793360175506039,88.755
7,14000,1,smoke_nominal,0.0,0.9682947723711726,-29671.023439675166,-14.835511719837584,2000,0,0,0,2.989264399565367,1.8036076032581654,89.925
8,16000,1,smoke_nominal,0.0,0.9638483511830254,-29798.53447597234,-14.899267237986171,2000,0,0,0,3.0245086464485196,1.453139726837431,90.9
9,18000,1,smoke_nominal,0.0,0.9594223691225848,-29748.785057782137,-14.874392528891068,2000,0,0,0,3.0122374479808887,1.6461465093863143,91.02
10,20000,1,smoke_nominal,0.0,0.9550167322361018,-29781.526382974214,-14.890763191487107,2000,0,0,0,3.018217383461769,1.4847243768327032,88.815
11,22000,1,smoke_nominal,0.0,0.9506313470017095,-29659.676803561553,-14.829838401780776,2000,0,0,0,2.9905383923974087,1.8564229567882176,90.825
12,24000,1,smoke_nominal,0.0,0.946266120327439,-29681.084777659384,-14.840542388829691,2000,0,0,0,2.9924587693109324,1.741839605269028,89.37
13,26000,1,smoke_nominal,0.0,0.9419209595492427,-29759.836579283587,-14.879918289641793,2000,0,0,0,3.0156347006278796,1.604811051591977,90.27
14,28000,1,smoke_nominal,0.0,0.9375957724290274,-29671.245140880234,-14.835622570440117,2000,0,0,0,2.992925348816103,1.7935020469893288,88.935
15,30000,1,smoke_nominal,0.0,0.9332904671526959,-29512.106376451655,-14.756053188225827,2000,0,0,0,2.9610329914045193,2.029497992667579,87.795
16,32000,2,smoke_dr_0.10,0.1,0.09940199556295311,-29972.44083091241,-14.986220415456204,2000,0,0,0,3.0991815673851306,0.5145329693944493,36.855
17,34000,2,smoke_dr_0.10,0.1,0.09880796456264762,-26571.857233003902,-13.285928616501952,2000,0,0,0,2.634027888884551,4.015939833202887,101.085
18,36000,2,smoke_dr_0.10,0.1,0.09821788059760798,-27622.258315905925,-13.811129157952962,2000,0,0,0,2.750138250693378,3.218035927509064,97.86
19,38000,2,smoke_dr_0.10,0.1,0.09763171744178306,-26196.01873030564,-13.098009365152821,2000,0,0,0,2.6046950227035,4.1791044745056105,100.605
20,40000,2,smoke_dr_0.10,0.1,0.09704944904338053,-22855.25307578023,-11.427626537890115,2000,0,0,0,2.350185250235004,5.920800024135226,120.915
