episode,global_step,stage_index,stage_name,level,epsilon,reward_total,reward_per_step,length,maintain_max_stable,stable_success,capture,mean_abs_alpha,mean_abs_alpha_dot,mean_abs_pwm
1,2000,1,smoke_nominal,0.0,0.9956407706573254,-29673.71108365235,-14.836855541826175,2000,0,0,0,2.996328941303608,1.8361531428275812,90.69
2,4000,1,smoke_nominal,0.0,0.991300563217015,-29675.414384470056,-14.837707192235028,2000,0,0,0,2.9973350686893934,1.7712651935991848,89.355
3,6000,1,smoke_nominal,0.0,0.9869792946752303,-29749.201518673995,-14.874600759336998,2000,0,0,0,3.0081582408410807,1.685585829614303,89.28
4,8000,1,smoke_nominal,0.0,0.9826768823903275,-29803.529384378868,-14.901764692189435,2000,0,0,0,3.026104101022784,1.431973449062071,90.465
5,10000,1,smoke_nominal,0.0,0.978393244081277,-29806.56515673205,-14.903282578366024,2000,0,0,0,3.024984804370987,1.5219580836353321,88.74
6,12000,1,smoke_nominal,0.0,0.9741282978260907,-29678.558479455485,-14.839279239727743,2000,0,0,0,2.9941380286425368,1.6793390499233383,89.625
7,14000,1,smoke_nominal,0.0,0.9698819620602543,-29579.009309982164,-14.789504654991083,2000,0,0,0,2.9774488012738587,1.9928521893317548,88.14
8,16000,1,smoke_nominal,0.0,0.965654155575168,-29702.789052399552,-14.851394526199776,2000,0,0,0,2.9965289658521077,1.6062417546835785,89.625
9,18000,1,smoke_nominal,0.0,0.961444797516593,-29578.03623069642,-14.78901811534821,2000,0,0,0,2.9730415377234105,1.9906796622300047,90.72
10,20000,1,smoke_nominal,0.0,0.9572538073831058,-29624.126929134498,-14.812063464567249,2000,0,0,0,2.9762757318521156,1.9007622120396417,91.38
11,22000,1,smoke_nominal,0.0,0.9530811050245586,-29649.246294863246,-14.824623147431623,2000,0,0,0,2.9909321787669514,1.8669709378808923,89.775
12,24000,1,smoke_nominal,0.0,0.9489266106405453,-29685.002720773835,-14.842501360386917,2000,0,0,0,2.9963405690820544,1.7357762770286294,89.715
13,26000,1,smoke_nominal,0.0,0.9447902447788771,-29614.78106135278,-14.80739053067639,2000,0,0,0,2.9833880727170987,1.9024898453721366,90.375
14,28000,1,smoke_nominal,0.0,0.9406719283340621,-29694.87653467196,-14.84743826733598,2000,0,0,0,3.0056665419177646,1.6515341033380428,89.775
15,30000,1,smoke_nominal,0.0,0.9365715825457923,-29689.932869584343,-14.844966434792171,2000,0,0,0,2.997987622344384,1.6639385813135656,92.175
16,32000,2,smoke_dr_0.10,0.1,0.09940199556295311,-29905.06274807892,-14.95253137403946,2000,0,0,0,3.067080722785467,0.7886583689584444,63.33
17,34000,2,smoke_dr_0.10,0.1,0.09880796456264762,-25339.28698109267,-12.669643490546335,2000,0,0,0,2.5417991842802112,5.519389641940356,84.135
18,35884,2,smoke_dr_0.10,0.1,0.09825199810706581,-21933.49303122081,-11.641981439076863,1884,0,0,0,2.3949490335831487,5.89516208928759,109.36305732484077
19,37884,2,smoke_dr_0.10,0.1,0.0976656082576627,-24991.113554730946,-12.495556777365472,2000,0,0,0,2.5230127704206846,4.806948967470761,110.49
20,39884,2,smoke_dr_0.10,0.1,0.09708311467194605,-20275.7067824246,-10.1378533912123,2000,0,0,0,2.1886533729328725,7.616944459570449,115.965
21,40000,2,smoke_dr_0.10,0.1,0.09704944904338053,-1685.2622754527595,-14.528123064247927,116,0,0,0,2.8471142906906732,1.4758320236848004,72.41379310344827
